original_page,original_name_jp,original_name_cn,first_release_work,first_release_date,first_release_date_raw,arrangement_count,vocal_count,arrange_count,dated_arrangement_count,undated_arrangement_count,timeline_available,source_page_url,source_frontend_url,count_basis,observed_at_utc
Plastic Mind,プラスチックマインド,Plastic Mind,东方怪绮谈,1998-12-30,1/1998/12/30,401,127,274,397,4,True,https://thwiki.cc/Plastic_Mind,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Plastic Space,Plastic Space,Plastic Space,秋霜玉'99,1999-11-05,1/1999/11/5,10,0,10,10,0,True,https://thwiki.cc/Plastic_Space,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Player's Score,プレイヤーズスコア,Player's Score,东方风神录体验版,2007-05-20,1/2007/5/20,274,32,242,273,1,True,https://thwiki.cc/Player%27s_Score,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Primrose Shiver,プリムローズシヴァ,Primrose Shiver,秋霜玉体验版,2000-08-12,1/2000/8/12,14,0,14,14,0,True,https://thwiki.cc/Primrose_Shiver,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Pure Furies ～ 心之所在,ピュアヒューリーズ　～ 心の在処,Pure Furies　～ 心之所在,东方绀珠传,2015-08-14,1/2015/8/14,867,262,605,866,1,True,https://thwiki.cc/Pure_Furies_%EF%BD%9E_%E5%BF%83%E4%B9%8B%E6%89%80%E5%9C%A8,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Reincarnation,Reincarnation,Reincarnation,东方梦时空,1997-12-29,1/1997/12/29,575,158,417,568,7,True,https://thwiki.cc/Reincarnation,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Reverse Ideology,リバースイデオロギー,Reverse Ideology,东方辉针城,2013-08-12,1/2013/8/12,722,291,431,720,2,True,https://thwiki.cc/Reverse_Ideology,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Rigid Paradise,リジッドパラダイス,Rigid Paradise,东方神灵庙体验版,2011-05-08,1/2011/5/8,766,288,478,764,2,True,https://thwiki.cc/Rigid_Paradise,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Romantic Children,Romantic Children,Romantic Children,东方怪绮谈,1998-12-30,1/1998/12/30,415,118,297,410,5,True,https://thwiki.cc/Romantic_Children,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Sacred Battle,Sacred Battle,Sacred Battle,Torte Le Magic,2001-05-04,1/2001/5/4,10,0,10,9,1,True,https://thwiki.cc/Sacred_Battle,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Sacred Forest,セイクリッドフォレスト,Sacred Forest,东方锦上京体验版,2025-05-05,1/2025/5/5,31,6,25,31,0,True,https://thwiki.cc/Sacred_Forest,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Sailor of Time,Sailor of Time,Sailor of Time,东方梦时空,1997-12-29,1/1997/12/29,127,26,101,126,1,True,https://thwiki.cc/Sailor_of_Time,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Selection,Selection,Selection,东方梦时空,1997-12-29,1/1997/12/29,29,3,26,29,0,True,https://thwiki.cc/Selection,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Selene's light,Selene's light,Selene's light,东方幻想乡,1998-08-14,1/1998/8/14,117,27,90,117,0,True,https://thwiki.cc/Selene%27s_light,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Seraphic Chicken,セラフィックチキン,Seraphic Chicken,东方鬼形兽体验版,2019-05-05,1/2019/5/5,163,48,115,163,0,True,https://thwiki.cc/Seraphic_Chicken,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
She's in a temper!!,She's in a temper!!,She's in a temper!!,东方封魔录,1997-08-15,1/1997/8/15,69,13,56,69,0,True,https://thwiki.cc/She%27s_in_a_temper!!,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Silk Road Alice,シルクロードアリス,Silk Road Alice,秋霜玉,2000-12-30,1/2000/12/30,52,2,50,51,1,True,https://thwiki.cc/Silk_Road_Alice,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Sky Ruin,スカイルーイン,Sky Ruin,东方星莲船体验版,2009-03-08,1/2009/3/8,314,78,236,311,3,True,https://thwiki.cc/Sky_Ruin,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Sleep Sheep·Parade,スリープシープ・パレード,Sleep Sheep·Parade,东方凭依华,2017-12-29,1/2017/12/29,17,8,9,17,0,True,https://thwiki.cc/Sleep_Sheep%C2%B7Parade,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Smoking Dragon,スモーキングドラゴン,Smoking Dragon,东方虹龙洞体验版,2021-03-21,1/2021/3/21,146,38,108,146,0,True,https://thwiki.cc/Smoking_Dragon,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Star Voyage2008,スターヴォヤージュ2008,Star Voyage2008,东方三月精S1,2008-01-26,1/2008/1/26,76,12,64,76,0,True,https://thwiki.cc/Star_Voyage2008,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Starbow Dream,スターボウドリーム,Starbow Dream,东方怪绮谈,1998-12-30,1/1998/12/30,34,9,25,34,0,True,https://thwiki.cc/Starbow_Dream,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Strawberry Crisis!!,Strawberry Crisis!!,Strawberry Crisis!!,东方梦时空,1997-12-29,1/1997/12/29,438,108,330,434,4,True,https://thwiki.cc/Strawberry_Crisis!!,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Sunny Rutile Flection,サニールチルフレクション,Sunny Rutile Flection,东方三月精E,2007-01-26,1/2007/1/26,170,43,127,170,0,True,https://thwiki.cc/Sunny_Rutile_Flection,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Tabula rasa ～ 空白少女,Tabula rasa　～空白少女,Tabula rasa　～ 空白少女,东方梦时空,1997-12-29,1/1997/12/29,143,26,117,140,3,True,https://thwiki.cc/Tabula_rasa_%EF%BD%9E_%E7%A9%BA%E7%99%BD%E5%B0%91%E5%A5%B3,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
the Grimoire of Alice,the Grimoire of Alice,the Grimoire of Alice,东方怪绮谈,1998-12-30,1/1998/12/30,487,144,343,481,6,True,https://thwiki.cc/the_Grimoire_of_Alice,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
the Last Judgement,the Last Judgement,the Last Judgement,东方怪绮谈,1998-12-30,1/1998/12/30,175,50,125,172,3,True,https://thwiki.cc/the_Last_Judgement,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
The Legend of KAGE,The Legend of KAGE,The Legend of KAGE,东方灵异传,1996-11-03,1/1996/11/3,43,4,39,42,1,True,https://thwiki.cc/The_Legend_of_KAGE,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
The Positive and Negative,The Positive and Negative,The Positive and Negative,东方灵异传,1996-11-03,1/1996/11/3,60,13,47,60,0,True,https://thwiki.cc/The_Positive_and_Negative,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Theme of Eastern Story,テーマ・オブ・イースタンストーリー,Theme of Eastern Story,幺乐团的历史 vol.5,2007-12-31,1/2007/12/31,325,42,283,325,0,True,https://thwiki.cc/Theme_of_Eastern_Story,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Tiny Shangri-La,タイニーシャングリラ,Tiny Shangri-La,东方兽王园,2023-08-13,1/2023/8/13,75,22,53,75,0,True,https://thwiki.cc/Tiny_Shangri-La,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Titled Maid,タイトルドメイド,Titled Maid,秋霜玉,2000-12-30,1/2000/12/30,3,0,3,3,0,True,https://thwiki.cc/Titled_Maid,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Tortoise Dragon ～ 幸运与不幸,トータスドラゴン　～ 幸運と不運,Tortoise Dragon　～ 幸运与不幸,东方鬼形兽,2019-08-12,1/2019/8/12,130,39,91,130,0,True,https://thwiki.cc/Tortoise_Dragon_%EF%BD%9E_%E5%B9%B8%E8%BF%90%E4%B8%8E%E4%B8%8D%E5%B9%B8,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
U.N.OWEN就是她吗？,U.N.オーエンは彼女なのか？,U.N.OWEN就是她吗？,东方红魔乡,2002-08-11,1/2002/8/11,5773,1697,4076,5742,31,True,https://thwiki.cc/U.N.OWEN%E5%B0%B1%E6%98%AF%E5%A5%B9%E5%90%97%EF%BC%9F,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Ultimate Truth,アルティメットトゥルース,Ultimate Truth,东方妖妖梦,2003-08-17,1/2003/8/17,813,205,608,813,0,True,https://thwiki.cc/Ultimate_Truth,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Unlocated Hell,アンロケイテッドヘル,Unlocated Hell,东方鬼形兽,2019-08-12,1/2019/8/12,137,37,100,137,0,True,https://thwiki.cc/Unlocated_Hell,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Voyage1969,ヴォヤージュ1969,Voyage1969,东方永夜抄,2004-08-15,1/2004/8/15,1080,216,864,1076,4,True,https://thwiki.cc/Voyage1969,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Voyage1970,ヴォヤージュ1970,Voyage1970,东方永夜抄,2004-08-15,1/2004/8/15,275,31,244,273,2,True,https://thwiki.cc/Voyage1970,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Witch of Love Potion,Witch of Love Potion,Witch of Love Potion,Torte Le Magic,2001-05-04,1/2001/5/4,49,8,41,49,0,True,https://thwiki.cc/Witch_of_Love_Potion,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
Witching Dream,Witching Dream,Witching Dream,东方幻想乡,1998-08-14,1/1998/8/14,129,26,103,129,0,True,https://thwiki.cc/Witching_Dream,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
七玉搜集大摊牌,七玉蒐集ショウダウン,七玉搜集大摊牌,东方深秘录体验版,2014-12-29,1/2014/12/29,3,0,3,3,0,True,https://thwiki.cc/%E4%B8%83%E7%8E%89%E6%90%9C%E9%9B%86%E5%A4%A7%E6%91%8A%E7%89%8C,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
七石之狼、登天吞云,七ツ石の狼、雲を取りに駆ける,七石之狼、登天吞云,虹色的北斗七星,2021-12-31,1/2021/12/31,53,17,36,52,1,True,https://thwiki.cc/%E4%B8%83%E7%9F%B3%E4%B9%8B%E7%8B%BC%E3%80%81%E7%99%BB%E5%A4%A9%E5%90%9E%E4%BA%91,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
上海红茶馆 ～ Chinese Tea,上海紅茶館　～ Chinese Tea,上海红茶馆　～ Chinese Tea,东方红魔乡体验版,2002-06-10,1/2002/6/10,2589,817,1772,2581,8,True,https://thwiki.cc/%E4%B8%8A%E6%B5%B7%E7%BA%A2%E8%8C%B6%E9%A6%86_%EF%BD%9E_Chinese_Tea,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
不变的日常,不変の日常,不变的日常,东方锦上京,2025-08-17,1/2025/8/17,4,0,4,4,0,True,https://thwiki.cc/%E4%B8%8D%E5%8F%98%E7%9A%84%E6%97%A5%E5%B8%B8,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
不可不禁止的游戏,禁じざるをえない遊戯,不可不禁止的游戏,东方幻想乡,1998-08-14,1/1998/8/14,91,15,76,90,1,True,https://thwiki.cc/%E4%B8%8D%E5%8F%AF%E4%B8%8D%E7%A6%81%E6%AD%A2%E7%9A%84%E6%B8%B8%E6%88%8F,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
不可思议之国的爱丽丝,不思議の国のアリス,不可思议之国的爱丽丝,东方怪绮谈,1998-12-30,1/1998/12/30,762,233,529,752,10,True,https://thwiki.cc/%E4%B8%8D%E5%8F%AF%E6%80%9D%E8%AE%AE%E4%B9%8B%E5%9B%BD%E7%9A%84%E7%88%B1%E4%B8%BD%E4%B8%9D,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
不可思议的驱魔棒,不思議なお祓い棒,不可思议的驱魔棒,东方辉针城体验版,2013-05-26,1/2013/5/26,231,48,183,230,1,True,https://thwiki.cc/%E4%B8%8D%E5%8F%AF%E6%80%9D%E8%AE%AE%E7%9A%84%E9%A9%B1%E9%AD%94%E6%A3%92,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
不回首的黄泉路,振り向かない黄泉の道,不回首的黄泉路,东方兽王园,2023-08-13,1/2023/8/13,74,19,55,74,0,True,https://thwiki.cc/%E4%B8%8D%E5%9B%9E%E9%A6%96%E7%9A%84%E9%BB%84%E6%B3%89%E8%B7%AF,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
不朽的曼珠沙华,不朽の曼珠沙華,不朽的曼珠沙华,东方鬼形兽体验版,2019-05-05,1/2019/5/5,69,22,47,69,0,True,https://thwiki.cc/%E4%B8%8D%E6%9C%BD%E7%9A%84%E6%9B%BC%E7%8F%A0%E6%B2%99%E5%8D%8E,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
不灭的赤魂,不滅のレッドソウル,不灭的赤魂,东方凭依华体验版,2017-05-07,1/2017/5/7,5,2,3,5,0,True,https://thwiki.cc/%E4%B8%8D%E7%81%AD%E7%9A%84%E8%B5%A4%E9%AD%82,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
不等式的廷克·贝尔,不等式のティンカーベル,不等式的廷克·贝尔,七夕坂梦幻能,2024-05-03,1/2024/5/3,39,11,28,39,0,True,https://thwiki.cc/%E4%B8%8D%E7%AD%89%E5%BC%8F%E7%9A%84%E5%BB%B7%E5%85%8B%C2%B7%E8%B4%9D%E5%B0%94,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
不自然的自然,不自然な自然,不自然的自然,东方天空璋,2017-08-11,1/2017/8/11,18,3,15,18,0,True,https://thwiki.cc/%E4%B8%8D%E8%87%AA%E7%84%B6%E7%9A%84%E8%87%AA%E7%84%B6,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
丑时三刻的村落,丑三つ時の里,丑时三刻的村落,东方心绮楼,2013-05-26,1/2013/5/26,7,1,6,7,0,True,https://thwiki.cc/%E4%B8%91%E6%97%B6%E4%B8%89%E5%88%BB%E7%9A%84%E6%9D%91%E8%90%BD,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
世界的尽头 ～ World's End,世界の果て　～ World's End,世界的尽头　～ World's End,东方怪绮谈,1998-12-30,1/1998/12/30,98,22,76,98,0,True,https://thwiki.cc/%E4%B8%96%E7%95%8C%E7%9A%84%E5%B0%BD%E5%A4%B4_%EF%BD%9E_World%27s_End,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
世间万物皆可爱,世界は可愛く出来ている,世间万物皆可爱,东方兽王园体验版,2023-05-07,1/2023/5/7,165,50,115,165,0,True,https://thwiki.cc/%E4%B8%96%E9%97%B4%E4%B8%87%E7%89%A9%E7%9A%86%E5%8F%AF%E7%88%B1,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
业火地幔,業火マントル,业火地幔,东方地灵殿,2008-08-16,1/2008/8/16,530,162,368,528,2,True,https://thwiki.cc/%E4%B8%9A%E7%81%AB%E5%9C%B0%E5%B9%94,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
东之国的不眠夜,東の国の眠らない夜,东之国的不眠夜,东方文花帖,2005-12-30,1/2005/12/30,671,148,523,664,7,True,https://thwiki.cc/%E4%B8%9C%E4%B9%8B%E5%9B%BD%E7%9A%84%E4%B8%8D%E7%9C%A0%E5%A4%9C,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
东方刚欲异闻（曲目）,東方剛欲異聞,东方刚欲异闻,东方刚欲异闻,2021-10-24,1/2021/10/24,7,2,5,7,0,True,https://thwiki.cc/%E4%B8%9C%E6%96%B9%E5%88%9A%E6%AC%B2%E5%BC%82%E9%97%BB%EF%BC%88%E6%9B%B2%E7%9B%AE%EF%BC%89,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
东方妖妖梦 ～ Ancient Temple,東方妖々夢　～ Ancient Temple,东方妖妖梦　～ Ancient Temple,东方妖妖梦,2003-08-17,1/2003/8/17,1849,687,1162,1846,3,True,https://thwiki.cc/%E4%B8%9C%E6%96%B9%E5%A6%96%E5%A6%96%E6%A2%A6_%EF%BD%9E_Ancient_Temple,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
东方妖怪小町,東方妖怪小町,东方妖怪小町,东方永夜抄,2004-08-15,1/2004/8/15,356,78,278,355,1,True,https://thwiki.cc/%E4%B8%9C%E6%96%B9%E5%A6%96%E6%80%AA%E5%B0%8F%E7%94%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
东方妖恋谈,東方妖恋談,东方妖恋谈,东方梦时空,1997-12-29,1/1997/12/29,392,147,245,388,4,True,https://thwiki.cc/%E4%B8%9C%E6%96%B9%E5%A6%96%E6%81%8B%E8%B0%88,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
东方封魔录 ～净土曼荼罗,東方封魔録　～浄土曼荼羅,东方封魔录　～净土曼荼罗,东方封魔录,1997-08-15,1/1997/8/15,35,5,30,35,0,True,https://thwiki.cc/%E4%B8%9C%E6%96%B9%E5%B0%81%E9%AD%94%E5%BD%95_%EF%BD%9E%E5%87%80%E5%9C%9F%E6%9B%BC%E8%8D%BC%E7%BD%97,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
东方封魔录 ～幽幻乱舞,東方封魔録　～幽幻乱舞,东方封魔录　～幽幻乱舞,东方封魔录,1997-08-15,1/1997/8/15,36,9,27,36,0,True,https://thwiki.cc/%E4%B8%9C%E6%96%B9%E5%B0%81%E9%AD%94%E5%BD%95_%EF%BD%9E%E5%B9%BD%E5%B9%BB%E4%B9%B1%E8%88%9E,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
东方怪奇谈,東方怪奇談,东方怪奇谈,东方灵异传,1996-11-03,1/1996/11/3,92,11,81,92,0,True,https://thwiki.cc/%E4%B8%9C%E6%96%B9%E6%80%AA%E5%A5%87%E8%B0%88,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
东方的蓝色天空,東方の青い空,东方的蓝色天空,东方梦时空,1997-12-29,1/1997/12/29,36,7,29,36,0,True,https://thwiki.cc/%E4%B8%9C%E6%96%B9%E7%9A%84%E8%93%9D%E8%89%B2%E5%A4%A9%E7%A9%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
